Question ID,Question,Generated SQL Query,Expected SQL Query,Execution Accuracy
32.2,"Matkul mana yang punya nilai partisipasi tertinggi secara rata-rata? Tampilkan id_mk, judul, avg_partisipasi.","SELECT m.id_mk, m.judul, AVG(e.nilai_partisipasi) AS avg_partisipasi FROM MataKuliah m JOIN EnrolmenKelas e ON m.id_mk = e.id_mk GROUP BY m.id_mk, m.judul ORDER BY avg_partisipasi DESC LIMIT 1","SELECT mk.id_mk, mk.judul, AVG(e.nilai_partisipasi) AS avg_partisipasi
  FROM MataKuliah mk
  JOIN Sesi s ON s.id_mk = mk.id_mk
  JOIN EnrolmenKelas e ON e.id_sesi = s.id_sesi
  GROUP BY mk.id_mk, mk.judul
  ORDER BY avg_partisipasi DESC
  LIMIT 5;",0.0
33.1,"Which lecturers teach in different faculties than the one they belong to? Show id_dosen, nama, assigned_fakultas, taught_fakultas.","SELECT d.id_dosen, d.nama, f.nama AS assigned_fakultas, f2.nama AS taught_fakultas FROM Dosen AS d JOIN Fakultas AS f ON d.id_fakultas = f.id_fakultas JOIN MataKuliah AS mk ON d.id_dosen = mk.id_pengajar JOIN Fakultas AS f2 ON mk.id_fakultas = f2.id_fakultas WHERE f.id_fakultas != f2.id_fakultas","SELECT d.id_dosen, d.nama, f1.nama AS assigned_fakultas, f2.nama AS taught_fakultas
  FROM Dosen d
  JOIN MataKuliah mk ON mk.id_pengajar = d.id_dosen
  JOIN Fakultas f1 ON d.id_fakultas = f1.id_fakultas
  JOIN Fakultas f2 ON mk.id_fakultas = f2.id_fakultas
  WHERE f1.id_fakultas <> f2.id_fakultas;",1.0
33.2,"Dosen mana aja yang ngajar di fakultas berbeda dari tempat asalnya? Kolom: id_dosen, nama, assigned_fakultas, taught_fakultas.","SELECT D.id_dosen, D.nama, D.id_fakultas AS assigned_fakultas, MK.id_fakultas AS taught_fakultas
FROM Dosen AS D
JOIN MataKuliah AS MK ON D.id_dosen = MK.id_pengajar
WHERE D.id_fakultas != MK.id_fakultas;","SELECT d.id_dosen, d.nama, f1.nama AS assigned_fakultas, f2.nama AS taught_fakultas
  FROM Dosen d
  JOIN MataKuliah mk ON mk.id_pengajar = d.id_dosen
  JOIN Fakultas f1 ON d.id_fakultas = f1.id_fakultas
  JOIN Fakultas f2 ON mk.id_fakultas = f2.id_fakultas
  WHERE f1.id_fakultas <> f2.id_fakultas;",1.0
34.1,"Which lecturers taught the same course in 3+ semesters? Show id_dosen, nama, id_mk, judul, total_semester.","SELECT d.id_dosen, d.nama, mk.id_mk, mk.judul, COUNT(DISTINCT s.semester) AS total_semester
FROM Dosen AS d
JOIN Sesi AS s ON d.id_dosen = s.id_pengajar
JOIN MataKuliah AS mk ON s.id_mk = mk.id_mk
GROUP BY d.id_dosen, d.nama, mk.id_mk, mk.judul
HAVING COUNT(DISTINCT s.semester) >= 3;","SELECT d.id_dosen, d.nama, mk.id_mk, mk.judul, COUNT(DISTINCT s.semester) AS total_semester
  FROM Dosen d
  JOIN Sesi s ON s.id_pengajar = d.id_dosen
  JOIN MataKuliah mk ON mk.id_mk = s.id_mk
  GROUP BY d.id_dosen, d.nama, mk.id_mk, mk.judul
  HAVING COUNT(DISTINCT s.semester) >= 3;",1.0
34.2,"Dosen mana yang ngajar matkul yang sama di 3 semester berbeda? Tampilkan id_dosen, nama, id_mk, judul, total_semester.","SELECT D.id_dosen, D.nama, MK.id_mk, MK.judul, COUNT(DISTINCT S.semester) AS total_semester
FROM Dosen AS D
JOIN MataKuliah AS MK ON D.id_dosen = MK.id_pengajar
JOIN Sesi AS S ON MK.id_mk = S.id_mk
GROUP BY D.id_dosen, D.nama, MK.id_mk, MK.judul
HAVING COUNT(DISTINCT S.semester) >= 3;","SELECT d.id_dosen, d.nama, mk.id_mk, mk.judul, COUNT(DISTINCT s.semester) AS total_semester
  FROM Dosen d
  JOIN Sesi s ON s.id_pengajar = d.id_dosen
  JOIN MataKuliah mk ON mk.id_mk = s.id_mk
  GROUP BY d.id_dosen, d.nama, mk.id_mk, mk.judul
  HAVING COUNT(DISTINCT s.semester) >= 3;",1.0
35.1,"Which students were absent more than 5 times? Show id_mahasiswa, nama, total_absen.","SELECT m.id_mahasiswa, m.nama, COUNT(ck.id_kehadiran) AS total_absen
FROM Mahasiswa AS m
JOIN CatatanKehadiran AS ck ON m.id_mahasiswa = ck.id_mahasiswa
WHERE ck.status = 'Absent'
GROUP BY m.id_mahasiswa, m.nama
HAVING COUNT(ck.id_kehadiran) > 5;","SELECT m.id_mahasiswa, m.nama, COUNT(*) AS total_absen
  FROM Mahasiswa m
  JOIN CatatanKehadiran k ON m.id_mahasiswa = k.id_mahasiswa
  WHERE k.status = 'Tidak Hadir'
  GROUP BY m.id_mahasiswa, m.nama
  HAVING COUNT(*) > 5;",1.0
35.2,"Mahasiswa mana yang absen lebih dari 5 kali? Kolom: id_mahasiswa, nama, total_absen.","SELECT m.id_mahasiswa, m.nama, COUNT(ck.id_kehadiran) AS total_absen
FROM Mahasiswa AS m
JOIN CatatanKehadiran AS ck ON m.id_mahasiswa = ck.id_mahasiswa
WHERE (ck.status ILIKE 'Absen' OR ck.status ILIKE 'Tidak Hadir')
GROUP BY m.id_mahasiswa, m.nama
HAVING COUNT(ck.id_kehadiran) > 5;","SELECT m.id_mahasiswa, m.nama, COUNT(*) AS total_absen
  FROM Mahasiswa m
  JOIN CatatanKehadiran k ON m.id_mahasiswa = k.id_mahasiswa
  WHERE k.status = 'Tidak Hadir'
  GROUP BY m.id_mahasiswa, m.nama
  HAVING COUNT(*) > 5;",1.0
36.1,"Which research projects involved students from 3+ departments? Show id_proyek, judul, total_jurusan.","SELECT PP.id_proyek, PP.judul, COUNT(DISTINCT M.id_jurusan) AS total_jurusan FROM ProyekPenelitian AS PP JOIN PartisipasiPenelitian AS PaP ON PP.id_proyek = PaP.id_proyek JOIN Mahasiswa AS M ON PaP.id_mahasiswa = M.id_mahasiswa GROUP BY PP.id_proyek, PP.judul HAVING COUNT(DISTINCT M.id_jurusan) >= 3","SELECT p.id_proyek, p.judul, COUNT(DISTINCT m.id_jurusan) AS total_jurusan
  FROM ProyekPenelitian p
  JOIN PartisipasiPenelitian pp ON pp.id_proyek = p.id_proyek
  JOIN Mahasiswa m ON m.id_mahasiswa = pp.id_mahasiswa
  GROUP BY p.id_proyek, p.judul
  HAVING COUNT(DISTINCT m.id_jurusan) >= 3;",1.0
36.2,"Proyek penelitian mana yang diikuti mahasiswa dari minimal 3 jurusan? Kolom: id_proyek, judul, total_jurusan.","SELECT p.id_proyek, p.judul, COUNT(DISTINCT m.id_jurusan) AS total_jurusan FROM ProyekPenelitian p JOIN PartisipasiPenelitian pp ON p.id_proyek = pp.id_proyek JOIN Mahasiswa m ON pp.id_mahasiswa = m.id_mahasiswa GROUP BY p.id_proyek, p.judul HAVING COUNT(DISTINCT m.id_jurusan) >= 3","SELECT p.id_proyek, p.judul, COUNT(DISTINCT m.id_jurusan) AS total_jurusan
  FROM ProyekPenelitian p
  JOIN PartisipasiPenelitian pp ON pp.id_proyek = p.id_proyek
  JOIN Mahasiswa m ON m.id_mahasiswa = pp.id_mahasiswa
  GROUP BY p.id_proyek, p.judul
  HAVING COUNT(DISTINCT m.id_jurusan) >= 3;",1.0
37.1,"Which clubs have students from many departments? Show id_klub, nama, total_jurusan.","SELECT ok.id_klub, ok.nama, COUNT(DISTINCT m.id_jurusan) AS total_jurusan
FROM OrganisasiKlub AS ok
JOIN KeanggotaanKlub AS kk ON ok.id_klub = kk.id_klub
JOIN Mahasiswa AS m ON kk.id_mahasiswa = m.id_mahasiswa
GROUP BY ok.id_klub, ok.nama
HAVING COUNT(DISTINCT m.id_jurusan) > 1;","SELECT k.id_klub, k.nama, COUNT(DISTINCT m.id_jurusan) AS total_jurusan
  FROM OrganisasiKlub k
  JOIN KeanggotaanKlub kk ON kk.id_klub = k.id_klub
  JOIN Mahasiswa m ON m.id_mahasiswa = kk.id_mahasiswa
  GROUP BY k.id_klub, k.nama
  ORDER BY total_jurusan DESC
  LIMIT 5;",0.0
37.2,"Klub mana yang anggotanya datang dari berbagai jurusan? Tampilkan id_klub, nama, total_jurusan.","SELECT ok.id_klub, ok.nama, COUNT(DISTINCT m.id_jurusan) AS total_jurusan
FROM OrganisasiKlub AS ok
JOIN KeanggotaanKlub AS kk ON ok.id_klub = kk.id_klub
JOIN Mahasiswa AS m ON kk.id_mahasiswa = m.id_mahasiswa
GROUP BY ok.id_klub, ok.nama
HAVING COUNT(DISTINCT m.id_jurusan) > 1;","SELECT k.id_klub, k.nama, COUNT(DISTINCT m.id_jurusan) AS total_jurusan
  FROM OrganisasiKlub k
  JOIN KeanggotaanKlub kk ON kk.id_klub = k.id_klub
  JOIN Mahasiswa m ON m.id_mahasiswa = kk.id_mahasiswa
  GROUP BY k.id_klub, k.nama
  ORDER BY total_jurusan DESC
  LIMIT 5;",0.0
38.1,"What are the 3 most borrowed books and how many copies are left? Show id_buku, judul, total_peminjaman, salinan_tersedia.","SELECT pb.id_buku, bp.judul, COUNT(pb.id_buku) AS total_peminjaman, bp.salinan_tersedia FROM PeminjamanBuku pb JOIN BukuPerpustakaan bp ON pb.id_buku = bp.id_buku GROUP BY pb.id_buku, bp.judul, bp.salinan_tersedia ORDER BY total_peminjaman DESC LIMIT 3","SELECT b.id_buku, b.judul, COUNT(p.id_peminjaman) AS total_peminjaman, b.salinan_tersedia
  FROM BukuPerpustakaan b
  JOIN PeminjamanBuku p ON p.id_buku = b.id_buku
  GROUP BY b.id_buku, b.judul, b.salinan_tersedia
  ORDER BY total_peminjaman DESC
  LIMIT 3;",0.3333333333333333
38.2,"Apa aja 3 buku yang paling sering dipinjam dan berapa salinan tersisa? Kolom: id_buku, judul, total_peminjaman, salinan_tersedia.","SELECT bp.id_buku, bp.judul, COUNT(pb.id_buku) AS total_peminjaman, bp.salinan_tersedia
FROM BukuPerpustakaan bp
LEFT JOIN PeminjamanBuku pb ON bp.id_buku = pb.id_buku
GROUP BY bp.id_buku, bp.judul, bp.salinan_tersedia
ORDER BY total_peminjaman DESC
LIMIT 3;","SELECT b.id_buku, b.judul, COUNT(p.id_peminjaman) AS total_peminjaman, b.salinan_tersedia
  FROM BukuPerpustakaan b
  JOIN PeminjamanBuku p ON p.id_buku = b.id_buku
  GROUP BY b.id_buku, b.judul, b.salinan_tersedia
  ORDER BY total_peminjaman DESC
  LIMIT 3;",1.0
39.1,"Which students have top GPA and their advisor published something? Show id_mahasiswa, nama, IPK, total_publikasi_pembimbing.","SELECT m.id_mahasiswa, m.nama, n.IPK, COUNT(pp.id_publikasi) AS total_publikasi_pembimbing
FROM Mahasiswa AS m
JOIN Nilai AS n ON m.id_mahasiswa = n.id_mahasiswa
JOIN Dosen AS d ON m.id_pembimbing = d.id_dosen
JOIN PenulisPublikasi AS pp ON d.id_dosen = pp.id_dosen
WHERE n.IPK = (SELECT MAX(IPK) FROM Nilai)
GROUP BY m.id_mahasiswa, m.nama, n.IPK;","SELECT m.id_mahasiswa, m.nama, MAX(n.IPK) AS IPK,
  COUNT(DISTINCT pp.id_publikasi) AS total_publikasi_pembimbing
  FROM Mahasiswa m
  JOIN Nilai n ON n.id_mahasiswa = m.id_mahasiswa
  JOIN Dosen d ON d.id_dosen = m.id_pembimbing
  JOIN PenulisPublikasi pp ON pp.id_dosen = d.id_dosen
  WHERE n.IPK > (SELECT percentile_cont(0.9) WITHIN GROUP (ORDER BY IPK) FROM Nilai)
  GROUP BY m.id_mahasiswa, m.nama;",0.0
39.2,"Siapa mahasiswa IPK-nya masuk top 10% dan pembimbingnya pernah publikasi? Kolom: id_mahasiswa, nama, IPK, total_publikasi_pembimbing.","WITH RankedIPK AS (
    SELECT id_mahasiswa, AVG(IPK) AS avg_ipk, RANK() OVER (ORDER BY AVG(IPK) DESC) as ipk_rank, COUNT(*) OVER () AS total_mahasiswa
    FROM Nilai
    GROUP BY id_mahasiswa
),
DosenPublikasi AS (
    SELECT DISTINCT id_dosen
    FROM PenulisPublikasi
),
TotalPublikasiPembimbing AS (
    SELECT id_dosen, COUNT(id_publikasi) AS total_publikasi
    FROM PenulisPublikasi
    GROUP BY id_dosen
)
SELECT m.id_mahasiswa, m.nama, ri.avg_ipk AS IPK, tpp.total_publikasi AS total_publikasi_pembimbing
FROM Mahasiswa AS m
JOIN RankedIPK AS ri ON m.id_mahasiswa = ri.id_mahasiswa
JOIN DosenPublikasi AS dp ON m.id_pembimbing = dp.id_dosen
LEFT JOIN TotalPublikasiPembimbing AS tpp ON m.id_pembimbing = tpp.id_dosen
WHERE ri.ipk_rank <= ri.total_mahasiswa * 0.1;","SELECT m.id_mahasiswa, m.nama, MAX(n.IPK) AS IPK,
  COUNT(DISTINCT pp.id_publikasi) AS total_publikasi_pembimbing
  FROM Mahasiswa m
  JOIN Nilai n ON n.id_mahasiswa = m.id_mahasiswa
  JOIN Dosen d ON d.id_dosen = m.id_pembimbing
  JOIN PenulisPublikasi pp ON pp.id_dosen = d.id_dosen
  WHERE n.IPK > (SELECT percentile_cont(0.9) WITHIN GROUP (ORDER BY IPK) FROM Nilai)
  GROUP BY m.id_mahasiswa, m.nama;",0.0
40.1,"List faculties with >1 department, 5+ lecturers, and >3 projects. Show id_fakultas, nama, total_jurusan, total_dosen, total_proyek.","SELECT f.id_fakultas, f.nama, j.total_jurusan, d.total_dosen, p.total_proyek
FROM Fakultas f
JOIN (SELECT id_fakultas, COUNT(*) AS total_jurusan FROM Jurusan GROUP BY id_fakultas HAVING COUNT(*) > 1) j ON f.id_fakultas = j.id_fakultas
JOIN (SELECT id_fakultas, COUNT(*) AS total_dosen FROM Dosen GROUP BY id_fakultas HAVING COUNT(*) >= 5) d ON f.id_fakultas = d.id_fakultas
JOIN (SELECT id_fakultas, COUNT(*) AS total_proyek FROM ProyekPenelitian GROUP BY id_fakultas HAVING COUNT(*) > 3) p ON f.id_fakultas = p.id_fakultas;","SELECT f.id_fakultas, f.nama,
  COUNT(DISTINCT j.id_jurusan) AS total_jurusan,
  COUNT(DISTINCT d.id_dosen) AS total_dosen,
  COUNT(DISTINCT p.id_proyek) AS total_proyek
  FROM Fakultas f
  LEFT JOIN Jurusan j ON j.id_fakultas = f.id_fakultas
  LEFT JOIN Dosen d ON d.id_fakultas = f.id_fakultas
  LEFT JOIN ProyekPenelitian p ON p.id_fakultas = f.id_fakultas
  GROUP BY f.id_fakultas, f.nama
  HAVING COUNT(DISTINCT j.id_jurusan) > 1 AND COUNT(DISTINCT d.id_dosen) >= 5 AND COUNT(DISTINCT p.id_proyek) > 3;",1.0
40.2,"Fakultas mana yang punya >1 jurusan, 5+ dosen aktif, dan >3 proyek? Kolom: id_fakultas, nama, total_jurusan, total_dosen, total_proyek.","SELECT F.id_fakultas, F.nama, (SELECT COUNT(*) FROM Jurusan WHERE id_fakultas = F.id_fakultas) AS total_jurusan, (SELECT COUNT(*) FROM Dosen WHERE id_fakultas = F.id_fakultas) AS total_dosen, (SELECT COUNT(*) FROM ProyekPenelitian WHERE id_fakultas = F.id_fakultas) AS total_proyek FROM Fakultas F WHERE F.id_fakultas IN (SELECT id_fakultas FROM Jurusan GROUP BY id_fakultas HAVING COUNT(*) > 1 INTERSECT SELECT id_fakultas FROM Dosen GROUP BY id_fakultas HAVING COUNT(*) >= 5 INTERSECT SELECT id_fakultas FROM ProyekPenelitian GROUP BY id_fakultas HAVING COUNT(*) > 3)","SELECT f.id_fakultas, f.nama,
  COUNT(DISTINCT j.id_jurusan) AS total_jurusan,
  COUNT(DISTINCT d.id_dosen) AS total_dosen,
  COUNT(DISTINCT p.id_proyek) AS total_proyek
  FROM Fakultas f
  LEFT JOIN Jurusan j ON j.id_fakultas = f.id_fakultas
  LEFT JOIN Dosen d ON d.id_fakultas = f.id_fakultas
  LEFT JOIN ProyekPenelitian p ON p.id_fakultas = f.id_fakultas
  GROUP BY f.id_fakultas, f.nama
  HAVING COUNT(DISTINCT j.id_jurusan) > 1 AND COUNT(DISTINCT d.id_dosen) >= 5 AND COUNT(DISTINCT p.id_proyek) > 3;",1.0
41.1,"Which students took exams, did research, and joined clubs? Show id_mahasiswa, nama, total_ujian, total_proyek, total_klub.","SELECT m.id_mahasiswa, m.nama, COALESCE(tu.total_ujian, 0) AS total_ujian, COALESCE(tp.total_proyek, 0) AS total_proyek, COALESCE(tk.total_klub, 0) AS total_klub
FROM Mahasiswa AS m
LEFT JOIN (
    SELECT id_mahasiswa, COUNT(*) AS total_ujian
    FROM HasilUjian
    GROUP BY id_mahasiswa
) AS tu ON m.id_mahasiswa = tu.id_mahasiswa
LEFT JOIN (
    SELECT id_mahasiswa, COUNT(*) AS total_proyek
    FROM PartisipasiPenelitian
    GROUP BY id_mahasiswa
) AS tp ON m.id_mahasiswa = tp.id_mahasiswa
LEFT JOIN (
    SELECT id_mahasiswa, COUNT(*) AS total_klub
    FROM KeanggotaanKlub
    GROUP BY id_mahasiswa
) AS tk ON m.id_mahasiswa = tk.id_mahasiswa
WHERE m.id_mahasiswa IN (SELECT id_mahasiswa FROM HasilUjian INTERSECT SELECT id_mahasiswa FROM PartisipasiPenelitian INTERSECT SELECT id_mahasiswa FROM KeanggotaanKlub);","SELECT m.id_mahasiswa, m.nama,
  COUNT(DISTINCT h.id_ujian) AS total_ujian,
  COUNT(DISTINCT pp.id_proyek) AS total_proyek,
  COUNT(DISTINCT kk.id_klub) AS total_klub
  FROM Mahasiswa m
  LEFT JOIN HasilUjian h ON m.id_mahasiswa = h.id_mahasiswa
  LEFT JOIN PartisipasiPenelitian pp ON m.id_mahasiswa = pp.id_mahasiswa
  LEFT JOIN KeanggotaanKlub kk ON m.id_mahasiswa = kk.id_mahasiswa
  GROUP BY m.id_mahasiswa, m.nama
  HAVING COUNT(DISTINCT h.id_ujian) > 0 AND COUNT(DISTINCT pp.id_proyek) > 0 AND COUNT(DISTINCT kk.id_klub) > 0;",1.0
41.2,"Mahasiswa mana yang ujian, ikut riset, dan aktif di klub? Kolom: id_mahasiswa, nama, total_ujian, total_proyek, total_klub.","SELECT m.id_mahasiswa, m.nama, COALESCE(t_ujian.total_ujian, 0) AS total_ujian, COALESCE(t_proyek.total_proyek, 0) AS total_proyek, COALESCE(t_klub.total_klub, 0) AS total_klub
FROM Mahasiswa AS m
INNER JOIN (SELECT id_mahasiswa FROM HasilUjian INTERSECT SELECT id_mahasiswa FROM PartisipasiPenelitian INTERSECT SELECT id_mahasiswa FROM KeanggotaanKlub) AS s ON m.id_mahasiswa = s.id_mahasiswa
LEFT JOIN (SELECT id_mahasiswa, COUNT(*) AS total_ujian FROM HasilUjian GROUP BY id_mahasiswa) AS t_ujian ON m.id_mahasiswa = t_ujian.id_mahasiswa
LEFT JOIN (SELECT id_mahasiswa, COUNT(*) AS total_proyek FROM PartisipasiPenelitian GROUP BY id_mahasiswa) AS t_proyek ON m.id_mahasiswa = t_proyek.id_mahasiswa
LEFT JOIN (SELECT id_mahasiswa, COUNT(*) AS total_klub FROM KeanggotaanKlub GROUP BY id_mahasiswa) AS t_klub ON m.id_mahasiswa = t_klub.id_mahasiswa;","SELECT m.id_mahasiswa, m.nama,
  COUNT(DISTINCT h.id_ujian) AS total_ujian,
  COUNT(DISTINCT pp.id_proyek) AS total_proyek,
  COUNT(DISTINCT kk.id_klub) AS total_klub
  FROM Mahasiswa m
  LEFT JOIN HasilUjian h ON m.id_mahasiswa = h.id_mahasiswa
  LEFT JOIN PartisipasiPenelitian pp ON m.id_mahasiswa = pp.id_mahasiswa
  LEFT JOIN KeanggotaanKlub kk ON m.id_mahasiswa = kk.id_mahasiswa
  GROUP BY m.id_mahasiswa, m.nama
  HAVING COUNT(DISTINCT h.id_ujian) > 0 AND COUNT(DISTINCT pp.id_proyek) > 0 AND COUNT(DISTINCT kk.id_klub) > 0;",1.0
42.1,"Which faculties have a head who doesn’t teach? Show id_fakultas, nama, id_kepala, nama_kepala.","SELECT f.id_fakultas, f.nama, f.id_kepala, d.nama AS nama_kepala FROM Fakultas f JOIN Dosen d ON f.id_kepala = d.id_dosen WHERE f.id_kepala IN (SELECT id_kepala FROM Fakultas EXCEPT SELECT id_pengajar FROM MataKuliah)","SELECT f.id_fakultas, f.nama, f.id_kepala, d.nama AS nama_kepala
  FROM Fakultas f
  JOIN Dosen d ON f.id_kepala = d.id_dosen
  WHERE NOT EXISTS (
  SELECT 1 FROM MataKuliah mk WHERE mk.id_pengajar = f.id_kepala
  );",1.0
42.2,"Fakultas mana yang kepala fakultasnya ga pernah ngajar? Kolom: id_fakultas, nama, id_kepala, nama_kepala.","SELECT f.id_fakultas, f.nama, f.id_kepala, d.nama AS nama_kepala
FROM Fakultas AS f
JOIN Dosen AS d ON f.id_kepala = d.id_dosen
WHERE f.id_kepala NOT IN (SELECT id_pengajar FROM MataKuliah);","SELECT f.id_fakultas, f.nama, f.id_kepala, d.nama AS nama_kepala
  FROM Fakultas f
  JOIN Dosen d ON f.id_kepala = d.id_dosen
  WHERE NOT EXISTS (
  SELECT 1 FROM MataKuliah mk WHERE mk.id_pengajar = f.id_kepala
  );",1.0
43.1,"Which courses are taught by different lecturers in different semesters? Show id_mk, judul, total_pengajar.","SELECT m.id_mk, m.judul, COUNT(DISTINCT s.id_pengajar) AS total_pengajar FROM MataKuliah m JOIN Sesi s ON m.id_mk = s.id_mk GROUP BY m.id_mk, m.judul HAVING COUNT(DISTINCT s.semester) > 1 AND COUNT(DISTINCT s.id_pengajar) > 1","SELECT mk.id_mk, mk.judul, COUNT(DISTINCT s.id_pengajar) AS total_pengajar
  FROM MataKuliah mk
  JOIN Sesi s ON mk.id_mk = s.id_mk
  GROUP BY mk.id_mk, mk.judul
  HAVING COUNT(DISTINCT s.id_pengajar) > 1;",1.0
43.2,"Matkul mana yang diajar sama banyak dosen di semester berbeda? Kolom: id_mk, judul, total_pengajar.","SELECT mk.id_mk, mk.judul, COUNT(DISTINCT s.id_pengajar) AS total_pengajar
FROM MataKuliah AS mk
JOIN Sesi AS s ON mk.id_mk = s.id_mk
GROUP BY mk.id_mk, mk.judul
HAVING COUNT(DISTINCT CASE WHEN s.semester = 'Ganjil' THEN s.id_pengajar ELSE NULL END) = COUNT(DISTINCT CASE WHEN s.semester = 'Genap' THEN s.id_pengajar ELSE NULL END);","SELECT mk.id_mk, mk.judul, COUNT(DISTINCT s.id_pengajar) AS total_pengajar
  FROM MataKuliah mk
  JOIN Sesi s ON mk.id_mk = s.id_mk
  GROUP BY mk.id_mk, mk.judul
  HAVING COUNT(DISTINCT s.id_pengajar) > 1;",1.0
44.1,"Who got the highest score in each exam? Show id_ujian, id_mahasiswa, nama, nilai_diperoleh.","SELECT h.id_ujian, h.id_mahasiswa, m.nama, h.nilai_diperoleh
FROM HasilUjian AS h
JOIN Mahasiswa AS m ON h.id_mahasiswa = m.id_mahasiswa
WHERE (h.id_ujian, h.nilai_diperoleh) IN (SELECT id_ujian, MAX(nilai_diperoleh) FROM HasilUjian GROUP BY id_ujian);","SELECT h.id_ujian, h.id_mahasiswa, m.nama, h.nilai_diperoleh
  FROM HasilUjian h
  JOIN Mahasiswa m ON m.id_mahasiswa = h.id_mahasiswa
  WHERE h.nilai_diperoleh = (
  SELECT MAX(h2.nilai_diperoleh)
  FROM HasilUjian h2
  WHERE h2.id_ujian = h.id_ujian
  );",1.0
44.2,"Siapa aja mahasiswa dengan nilai tertinggi di setiap ujian? Kolom: id_ujian, id_mahasiswa, nama, nilai_diperoleh.","SELECT hu.id_ujian, hu.id_mahasiswa, m.nama, hu.nilai_diperoleh
FROM HasilUjian AS hu
JOIN Mahasiswa AS m ON hu.id_mahasiswa = m.id_mahasiswa
WHERE (hu.id_ujian, hu.nilai_diperoleh) IN (SELECT id_ujian, MAX(nilai_diperoleh) FROM HasilUjian GROUP BY id_ujian);","SELECT h.id_ujian, h.id_mahasiswa, m.nama, h.nilai_diperoleh
  FROM HasilUjian h
  JOIN Mahasiswa m ON m.id_mahasiswa = h.id_mahasiswa
  WHERE h.nilai_diperoleh = (
  SELECT MAX(h2.nilai_diperoleh)
  FROM HasilUjian h2
  WHERE h2.id_ujian = h.id_ujian
  );",1.0
45.1,"Which books were never borrowed but are in a category that others borrow often? Show id_buku, judul, kategori.","SELECT id_buku, judul, kategori FROM BukuPerpustakaan WHERE id_buku NOT IN (SELECT id_buku FROM PeminjamanBuku) AND kategori IN (SELECT DISTINCT kategori FROM BukuPerpustakaan WHERE id_buku IN (SELECT id_buku FROM PeminjamanBuku))","SELECT b.id_buku, b.judul, b.kategori
  FROM BukuPerpustakaan b
  WHERE NOT EXISTS (
  SELECT 1 FROM PeminjamanBuku p WHERE p.id_buku = b.id_buku
  )
  AND EXISTS (
  SELECT 1 FROM BukuPerpustakaan b2
  JOIN PeminjamanBuku p2 ON p2.id_buku = b2.id_buku
  WHERE b2.kategori = b.kategori
  GROUP BY b2.kategori
  HAVING COUNT(*) > 3
  );",1.0
45.2,"Buku mana yang belum pernah dipinjam tapi termasuk kategori populer? Kolom: id_buku, judul, kategori.","SELECT id_buku, judul, kategori FROM BukuPerpustakaan WHERE kategori = (SELECT kategori FROM BukuPerpustakaan GROUP BY kategori ORDER BY COUNT(*) DESC LIMIT 1) EXCEPT SELECT bp.id_buku, bp.judul, bp.kategori FROM BukuPerpustakaan bp JOIN PeminjamanBuku pb ON bp.id_buku = pb.id_buku","SELECT b.id_buku, b.judul, b.kategori
  FROM BukuPerpustakaan b
  WHERE NOT EXISTS (
  SELECT 1 FROM PeminjamanBuku p WHERE p.id_buku = b.id_buku
  )
  AND EXISTS (
  SELECT 1 FROM BukuPerpustakaan b2
  JOIN PeminjamanBuku p2 ON p2.id_buku = b2.id_buku
  WHERE b2.kategori = b.kategori
  GROUP BY b2.kategori
  HAVING COUNT(*) > 3
  );",1.0
46.1,"Which students have advisors that also write publications? Show id_mahasiswa, nama, id_pembimbing, nama_dosen, total_publikasi.","SELECT M.id_mahasiswa, M.nama, M.id_pembimbing, D.nama AS nama_dosen, (SELECT COUNT(*) FROM PenulisPublikasi PP WHERE PP.id_dosen = M.id_pembimbing) AS total_publikasi FROM Mahasiswa M JOIN Dosen D ON M.id_pembimbing = D.id_dosen WHERE M.id_pembimbing IN (SELECT id_dosen FROM PenulisPublikasi)","SELECT m.id_mahasiswa, m.nama, d.id_dosen AS id_pembimbing, d.nama AS nama_dosen, COUNT(DISTINCT pp.id_publikasi) AS total_publikasi
  FROM Mahasiswa m
  JOIN Dosen d ON m.id_pembimbing = d.id_dosen
  JOIN PenulisPublikasi pp ON pp.id_dosen = d.id_dosen
  GROUP BY m.id_mahasiswa, m.nama, d.id_dosen, d.nama;",1.0
46.2,"Mahasiswa mana yang dosennya juga nulis publikasi? Kolom: id_mahasiswa, nama, id_pembimbing, nama_dosen, total_publikasi.","SELECT m.id_mahasiswa, m.nama, m.id_pembimbing, d.nama AS nama_dosen, COALESCE(p.total_publikasi, 0) AS total_publikasi
FROM Mahasiswa AS m
JOIN Dosen AS d ON m.id_pembimbing = d.id_dosen
LEFT JOIN (
    SELECT id_dosen, COUNT(id_publikasi) AS total_publikasi
    FROM PenulisPublikasi
    GROUP BY id_dosen
) AS p ON d.id_dosen = p.id_dosen;","SELECT m.id_mahasiswa, m.nama, d.id_dosen AS id_pembimbing, d.nama AS nama_dosen, COUNT(DISTINCT pp.id_publikasi) AS total_publikasi
  FROM Mahasiswa m
  JOIN Dosen d ON m.id_pembimbing = d.id_dosen
  JOIN PenulisPublikasi pp ON pp.id_dosen = d.id_dosen
  GROUP BY m.id_mahasiswa, m.nama, d.id_dosen, d.nama;",1.0
